order_id,customer_id,customer_name,category,sub_category,unit_price,quantity,discount_pct,discount_amount,line_total,payment_method,order_date,order_year,order_month,order_quarter,order_year_month,shipping_status,is_returned,region,state
ORD-107491,CUST-2382,Margaret Allen,Food & Beverage,Snacks,598.95,2,0.0,0.0,1197.9,Bank Transfer,2022-12-23,2022,12,4,2022-12,Processing,False,South,North Carolina
ORD-101265,CUST-1893,Lisa Wright,Electronics,Cameras,113.31,9,5.0,50.99,968.8,Debit Card,2022-05-15,2022,5,2,2022-05,Cancelled,False,Central,Minnesota
ORD-112771,CUST-5007,James Williams,Clothing,Kids' Wear,918.9,6,0.0,0.0,5513.4,Debit Card,2022-08-25,2022,8,3,2022-08,Cancelled,False,North,New Jersey
ORD-114053,CUST-3523,Anthony Thompson,Sports,Outdoor Gear,885.09,8,0.0,0.0,7080.72,Gift Card,2022-06-17,2022,6,2,2022-06,Shipped,False,West,Nevada
ORD-107059,CUST-4750,Jennifer Allen,Food & Beverage,Organic,1366.68,4,5.0,273.34,5193.38,Paypal,2022-05-07,2022,5,2,2022-05,Cancelled,False,North,New Jersey
ORD-100277,CUST-1499,Donald Smith,Sports,Outdoor Gear,976.7,5,0.0,0.0,4883.5,Bank Transfer,2024-04-26,2024,4,2,2024-04,Returned,True,North,Pennsylvania
ORD-105084,CUST-2050,Susan Walker,Home & Garden,Kitchenware,296.46,9,10.0,266.81,2401.33,Bank Transfer,2023-12-01,2023,12,4,2023-12,Returned,True,Central,Colorado
ORD-110276,CUST-2092,Betty King,Beauty,Skincare,937.49,9,0.0,0.0,8437.41,Gift Card,2022-08-09,2022,8,3,2022-08,Cancelled,False,East,Wisconsin
ORD-109437,CUST-5283,Anthony Johnson,Beauty,Personal Care,348.59,8,15.0,418.31,2370.41,Paypal,2023-04-16,2023,4,2,2023-04,Shipped,False,South,Texas
ORD-102382,CUST-5401,Thomas Anderson,Sports,Water Sports,1375.37,8,10.0,1100.3,9902.66,Credit Card,2023-08-08,2023,8,3,2023-08,Cancelled,False,West,California
ORD-100571,CUST-4816,Daniel Allen,Clothing,Accessories,1176.56,3,0.0,0.0,3529.68,Credit Card,2022-02-16,2022,2,1,2022-02,Delivered,False,Central,Colorado
ORD-101435,CUST-4114,Anthony Miller,Toys,Dolls,49.81,6,5.0,14.94,283.92,Credit Card,2024-05-22,2024,5,2,2024-05,Processing,False,North,New York
ORD-112094,CUST-4555,Emily King,Clothing,Women'S Wear,926.64,8,0.0,0.0,7413.12,Unknown,2023-01-26,2023,1,1,2023-01,Cancelled,False,South,Texas
ORD-109439,CUST-4199,William Jones,Toys,Puzzles,1074.28,8,10.0,859.42,7734.82,Paypal,2022-09-29,2022,9,3,2022-09,Delivered,False,North,Massachusetts
ORD-105352,CUST-5043,Betty Johnson,Home & Garden,Bedding,434.83,3,0.0,0.0,1304.49,Gift Card,2024-03-24,2024,3,1,2024-03,Returned,True,West,Nevada
ORD-112873,CUST-5961,Charles White,Books,Non-Fiction,117.66,7,10.0,82.36,741.26,Gift Card,2023-05-12,2023,5,2,2023-05,Unknown,False,Central,Missouri
ORD-111718,CUST-1008,Matthew Harris,Sports,Water Sports,382.85,8,0.0,0.0,3062.8,Paypal,2022-01-15,2022,1,1,2022-01,Returned,True,North,New York
ORD-110706,CUST-3349,Karen Miller,Beauty,Haircare,941.56,7,5.0,329.55,6261.37,Bank Transfer,2024-05-03,2024,5,2,2024-05,Returned,True,East,Indiana
ORD-105445,CUST-1323,Christopher King,Books,Comics,302.64,2,0.0,0.0,605.28,Debit Card,2022-01-07,2022,1,1,2022-01,Shipped,False,West,California
ORD-101007,CUST-3606,Sarah Taylor,Beauty,Personal Care,1274.55,7,15.0,1338.28,7583.57,Paypal,2023-11-13,2023,11,4,2023-11,Returned,True,Central,Colorado
ORD-112962,CUST-1667,Mary Garcia,Clothing,Men'S Wear,1236.64,6,20.0,1483.97,5935.87,Gift Card,2023-02-16,2023,2,1,2023-02,Cancelled,False,South,Florida
ORD-104543,CUST-5571,Mark Young,Electronics,Cameras,428.51,8,15.0,514.21,2913.87,Debit Card,2023-07-18,2023,7,3,2023-07,Returned,True,Central,Kansas
ORD-112987,CUST-3430,Anonymous,Sports,Cycling,14.16,8,0.0,0.0,113.28,Paypal,2022-03-15,2022,3,1,2022-03,Shipped,False,South,Texas
ORD-113372,CUST-2409,Lisa Thompson,Toys,Stem Toys,31.26,9,0.0,0.0,281.34,Debit Card,2022-09-15,2022,9,3,2022-09,Shipped,False,West,Oregon
ORD-114058,CUST-1046,Karen Wilson,Food & Beverage,Organic,611.99,2,0.0,0.0,1223.98,Debit Card,2022-08-02,2022,8,3,2022-08,Returned,True,East,Ohio
ORD-102064,CUST-4057,Margaret Johnson,Food & Beverage,Beverages,82.68,1,10.0,8.27,74.41,Paypal,2023-12-26,2023,12,4,2023-12,Delivered,False,East,Indiana
ORD-101136,CUST-3997,Linda Robinson,Toys,Puzzles,1277.55,5,15.0,958.16,5429.59,Debit Card,2023-08-29,2023,8,3,2023-08,Shipped,False,West,Arizona
ORD-109882,CUST-2911,Susan Martin,Home & Garden,Kitchenware,551.35,3,0.0,0.0,1654.05,Unknown,2024-03-04,2024,3,1,2024-03,Shipped,False,North,Pennsylvania
ORD-114031,CUST-4245,Nancy Thomas,Toys,Stem Toys,741.74,5,0.0,0.0,3708.7,Debit Card,2022-05-03,2022,5,2,2022-05,Delivered,False,South,North Carolina
ORD-105343,CUST-3311,Emily Young,Beauty,Makeup,246.36,7,15.0,258.68,1465.84,Gift Card,2022-07-18,2022,7,3,2022-07,Processing,False,North,New York
ORD-110177,CUST-1860,Mary Harris,Clothing,Women'S Wear,644.03,6,5.0,193.21,3670.97,Bank Transfer,2023-07-18,2023,7,3,2023-07,Returned,True,North,New Jersey
ORD-100294,CUST-4307,Barbara Wright,Home & Garden,Furniture,194.96,5,15.0,146.22,828.58,Gift Card,2022-12-09,2022,12,4,2022-12,Processing,False,North,New Jersey
ORD-109739,CUST-2490,William Harris,Sports,Team Sports,958.54,3,0.0,0.0,2875.62,Credit Card,2024-03-24,2024,3,1,2024-03,Returned,True,Central,Minnesota
ORD-110204,CUST-5852,Karen Martin,Sports,Fitness Equipment,243.65,5,5.0,60.91,1157.34,Credit Card,2024-03-03,2024,3,1,2024-03,Delivered,False,West,Nevada
ORD-108780,CUST-1016,Anonymous,Electronics,Cameras,218.91,7,10.0,153.24,1379.13,Credit Card,2022-08-09,2022,8,3,2022-08,Shipped,False,South,Virginia
ORD-111521,CUST-2136,Linda Martin,Toys,Puzzles,31.73,3,0.0,0.0,95.19,Paypal,2023-12-05,2023,12,4,2023-12,Delivered,False,North,Connecticut
ORD-102403,CUST-1263,Patricia Smith,Food & Beverage,Supplements,470.27,4,10.0,188.11,1692.97,Debit Card,2022-11-12,2022,11,4,2022-11,Returned,True,Central,Colorado
ORD-110321,CUST-5030,David Jones,Food & Beverage,Organic,383.6,7,0.0,0.0,2685.2,Paypal,2023-01-27,2023,1,1,2023-01,Shipped,False,South,Georgia
ORD-103998,CUST-3408,Susan Thompson,Clothing,Kids' Wear,797.26,6,0.0,0.0,4783.56,Paypal,2022-01-17,2022,1,1,2022-01,Shipped,False,West,Arizona
ORD-114141,CUST-4836,Anthony Robinson,Books,Non-Fiction,1059.26,8,0.0,0.0,8474.08,Credit Card,2022-03-26,2022,3,1,2022-03,Delivered,False,Central,Kansas
ORD-103741,CUST-3816,Matthew Allen,Sports,Cycling,1227.02,4,5.0,245.4,4662.68,Paypal,2022-12-28,2022,12,4,2022-12,Cancelled,False,North,Massachusetts
ORD-111700,CUST-2534,Linda Taylor,Home & Garden,Garden Tools,202.24,2,15.0,60.67,343.81,Gift Card,2022-09-08,2022,9,3,2022-09,Returned,True,East,Michigan
ORD-113985,CUST-3164,Anthony Harris,Electronics,Cameras,571.73,3,0.0,0.0,1715.19,Unknown,2022-11-01,2022,11,4,2022-11,Returned,True,South,Texas
ORD-102719,CUST-3899,Mark Brown,Electronics,Headphones,40.27,3,0.0,0.0,120.81,Debit Card,2023-02-02,2023,2,1,2023-02,Delivered,False,Central,Iowa
ORD-113956,CUST-1818,Michael White,Toys,Puzzles,124.25,2,10.0,24.85,223.65,Debit Card,2022-08-14,2022,8,3,2022-08,Delivered,False,South,Virginia
ORD-112713,CUST-3173,Sandra Jackson,Sports,Water Sports,741.74,8,0.0,0.0,5933.92,Debit Card,2023-12-27,2023,12,4,2023-12,Processing,False,South,Florida
ORD-105150,CUST-4986,Emily Harris,Sports,Water Sports,467.99,5,0.0,0.0,2339.95,Debit Card,2022-03-23,2022,3,1,2022-03,Processing,False,West,California
ORD-102808,CUST-3069,Karen Thomas,Clothing,Kids' Wear,717.97,5,15.0,538.48,3051.37,Bank Transfer,2022-06-09,2022,6,2,2022-06,Processing,False,Central,Missouri
ORD-109017,CUST-4429,Matthew Robinson,Sports,Team Sports,1220.33,8,0.0,0.0,9762.64,Paypal,2022-10-12,2022,10,4,2022-10,Unknown,False,Central,Kansas
ORD-100556,CUST-3751,Richard King,Books,Non-Fiction,205.35,9,10.0,184.82,1663.33,Credit Card,2022-01-15,2022,1,1,2022-01,Delivered,False,West,Nevada
ORD-113533,CUST-1688,David Smith,Food & Beverage,Supplements,457.62,7,5.0,160.17,3043.17,Bank Transfer,2024-03-28,2024,3,1,2024-03,Cancelled,False,South,Texas
ORD-104795,CUST-2203,Richard Wright,Food & Beverage,Coffee & Tea,484.0,4,0.0,0.0,1936.0,Credit Card,2024-04-20,2024,4,2,2024-04,Cancelled,False,South,Virginia
ORD-102469,CUST-5565,Mark Anderson,Toys,Action Figures,816.82,9,0.0,0.0,7351.38,Credit Card,2022-04-04,2022,4,2,2022-04,Cancelled,False,East,Ohio
ORD-103738,CUST-2238,Patricia Smith,Beauty,Fragrances,1132.03,6,0.0,0.0,6792.18,Debit Card,2023-03-25,2023,3,1,2023-03,Returned,True,Central,Colorado
ORD-104286,CUST-1444,James Taylor,Sports,Water Sports,1308.51,1,20.0,261.7,1046.81,Debit Card,2023-03-14,2023,3,1,2023-03,Cancelled,False,South,North Carolina
ORD-112643,CUST-2387,Jessica Davis,Toys,Stem Toys,1487.93,7,5.0,520.78,9894.73,Paypal,2022-11-22,2022,11,4,2022-11,Cancelled,False,East,Wisconsin
ORD-109908,CUST-3618,Margaret Martin,Toys,Dolls,256.93,6,0.0,0.0,1541.58,Paypal,2023-08-21,2023,8,3,2023-08,Cancelled,False,East,Illinois
ORD-102604,CUST-3189,Anonymous,Clothing,Accessories,5.2,7,0.0,0.0,36.4,Debit Card,2023-04-08,2023,4,2,2023-04,Delivered,False,Central,Iowa
ORD-100362,CUST-1361,Christopher Martin,Electronics,Headphones,690.09,3,0.0,0.0,2070.27,Bank Transfer,2023-07-16,2023,7,3,2023-07,Processing,False,Central,Iowa
ORD-106924,CUST-4813,Linda Brown,Sports,Outdoor Gear,925.25,2,0.0,0.0,1850.5,Unknown,2023-01-19,2023,1,1,2023-01,Shipped,False,North,Pennsylvania
ORD-101704,CUST-1391,David Miller,Electronics,Tablets,662.07,6,0.0,0.0,3972.42,Unknown,2022-11-10,2022,11,4,2022-11,Cancelled,False,West,Washington
ORD-102139,CUST-2698,Betty Jackson,Home & Garden,Bedding,1287.97,3,10.0,386.39,3477.52,Credit Card,2023-09-24,2023,9,3,2023-09,Delivered,False,West,Oregon
ORD-103239,CUST-5394,Anonymous,Electronics,Headphones,837.53,9,0.0,0.0,7537.77,Gift Card,2022-02-07,2022,2,1,2022-02,Shipped,False,West,California
ORD-102383,CUST-4219,Patricia Brown,Clothing,Men'S Wear,649.32,4,20.0,519.46,2077.82,Debit Card,2024-04-23,2024,4,2,2024-04,Returned,True,East,Ohio
ORD-107314,CUST-2587,Susan Wright,Books,Comics,104.28,1,0.0,0.0,104.28,Debit Card,2022-09-28,2022,9,3,2022-09,Shipped,False,West,Oregon
ORD-104311,CUST-1876,Daniel Williams,Books,Academic,1411.62,4,0.0,0.0,5646.48,Credit Card,2024-06-16,2024,6,2,2024-06,Unknown,False,South,Texas
ORD-109477,CUST-2903,Lisa Jones,Electronics,Cameras,1320.98,8,0.0,0.0,10567.84,Credit Card,2022-12-14,2022,12,4,2022-12,Cancelled,False,Central,Kansas
ORD-101312,CUST-1778,Sarah Johnson,Home & Garden,Bedding,823.65,3,0.0,0.0,2470.95,Gift Card,2022-10-02,2022,10,4,2022-10,Cancelled,False,North,Massachusetts
ORD-114293,CUST-1059,Susan Smith,Beauty,Makeup,102.38,5,0.0,0.0,511.9,Bank Transfer,2023-01-02,2023,1,1,2023-01,Returned,True,East,Ohio
ORD-103930,CUST-4253,James Smith,Home & Garden,Furniture,1408.1,3,10.0,422.43,3801.87,Gift Card,2024-04-11,2024,4,2,2024-04,Shipped,False,South,Georgia
ORD-106183,CUST-1758,Robert Lewis,Beauty,Haircare,1455.32,3,15.0,654.89,3711.07,Paypal,2024-03-31,2024,3,1,2024-03,Cancelled,False,South,Virginia
ORD-113135,CUST-3957,Charles Jones,Toys,Dolls,1492.6,9,0.0,0.0,13433.4,Debit Card,2022-02-28,2022,2,1,2022-02,Shipped,False,West,Washington
ORD-101591,CUST-5165,Michael Allen,Electronics,Headphones,1486.93,1,5.0,74.35,1412.58,Paypal,2023-12-10,2023,12,4,2023-12,Delivered,False,East,Wisconsin
ORD-102162,CUST-3367,John Young,Food & Beverage,Snacks,531.8,6,20.0,638.16,2552.64,Paypal,2023-11-05,2023,11,4,2023-11,Cancelled,False,South,Texas
ORD-102396,CUST-3027,Anthony Anderson,Books,Academic,235.92,3,0.0,0.0,707.76,Gift Card,2022-08-11,2022,8,3,2022-08,Cancelled,False,West,California
ORD-100317,CUST-1594,Christopher King,Toys,Puzzles,264.08,6,10.0,158.45,1426.03,Credit Card,2024-01-02,2024,1,1,2024-01,Processing,False,East,Michigan
ORD-109516,CUST-3745,Michael Wright,Toys,Action Figures,706.81,4,15.0,424.09,2403.15,Bank Transfer,2024-03-09,2024,3,1,2024-03,Cancelled,False,Central,Iowa
ORD-111303,CUST-1847,Anthony Thomas,Books,Comics,741.74,3,0.0,0.0,2225.22,Debit Card,2022-12-23,2022,12,4,2022-12,Cancelled,False,South,Texas
ORD-105233,CUST-1215,Emily White,Beauty,Skincare,619.04,1,0.0,0.0,619.04,Debit Card,2022-03-28,2022,3,1,2022-03,Unknown,False,East,Wisconsin
ORD-113499,CUST-4807,Margaret Williams,Beauty,Fragrances,1064.89,7,0.0,0.0,7454.23,Debit Card,2023-12-26,2023,12,4,2023-12,Shipped,False,South,North Carolina
ORD-105068,CUST-1054,Linda Wright,Electronics,Headphones,1381.2,9,0.0,0.0,12430.8,Debit Card,2022-12-25,2022,12,4,2022-12,Cancelled,False,North,New York
ORD-104036,CUST-5720,Ashley Wilson,Sports,Team Sports,741.74,6,0.0,0.0,4450.44,Debit Card,2022-08-21,2022,8,3,2022-08,Cancelled,False,West,Washington
ORD-108987,CUST-3528,Jessica Robinson,Food & Beverage,Snacks,1414.2,1,0.0,0.0,1414.2,Gift Card,2024-04-15,2024,4,2,2024-04,Returned,True,East,Ohio
ORD-103020,CUST-5816,William Wright,Toys,Board Games,432.21,3,0.0,0.0,1296.63,Credit Card,2023-05-29,2023,5,2,2023-05,Processing,False,East,Indiana
ORD-109903,CUST-5833,Jessica Miller,Sports,Team Sports,839.78,9,10.0,755.8,6802.22,Debit Card,2024-01-18,2024,1,1,2024-01,Cancelled,False,East,Illinois
ORD-111579,CUST-2770,Jennifer Harris,Sports,Water Sports,1217.48,5,5.0,304.37,5783.03,Credit Card,2024-03-01,2024,3,1,2024-03,Cancelled,False,South,Virginia
ORD-108228,CUST-5412,Anonymous,Toys,Puzzles,886.05,5,0.0,0.0,4430.25,Credit Card,2024-06-04,2024,6,2,2024-06,Shipped,False,South,Florida
ORD-112741,CUST-2475,Anthony Jackson,Beauty,Skincare,876.17,6,0.0,0.0,5257.02,Credit Card,2022-01-30,2022,1,1,2022-01,Shipped,False,South,Texas
ORD-109105,CUST-3294,Donald Wilson,Clothing,Women'S Wear,440.48,9,20.0,792.86,3171.46,Paypal,2022-05-06,2022,5,2,2022-05,Returned,True,West,Washington
ORD-105295,CUST-3454,Patricia White,Electronics,Headphones,205.98,7,5.0,72.09,1369.77,Bank Transfer,2022-01-23,2022,1,1,2022-01,Cancelled,False,South,North Carolina
ORD-103972,CUST-5379,Daniel Davis,Toys,Action Figures,416.48,4,5.0,83.3,1582.62,Debit Card,2023-09-15,2023,9,3,2023-09,Cancelled,False,South,Virginia
ORD-105370,CUST-2487,Ashley King,Beauty,Makeup,579.85,7,0.0,0.0,4058.95,Bank Transfer,2023-11-04,2023,11,4,2023-11,Processing,False,West,Oregon
ORD-104133,CUST-2627,Anthony Brown,Home & Garden,Furniture,952.4,4,10.0,380.96,3428.64,Debit Card,2023-07-12,2023,7,3,2023-07,Delivered,False,South,Texas
ORD-100974,CUST-5910,Jennifer Wright,Toys,Board Games,51.62,3,20.0,30.97,123.89,Bank Transfer,2022-06-19,2022,6,2,2022-06,Shipped,False,Central,Iowa
ORD-107291,CUST-5712,Patricia Martin,Beauty,Haircare,741.74,5,0.0,0.0,3708.7,Unknown,2022-09-19,2022,9,3,2022-09,Returned,True,South,Texas
ORD-109175,CUST-2915,Margaret Davis,Electronics,Laptops,741.74,2,25.0,370.87,1112.61,Gift Card,2023-01-02,2023,1,1,2023-01,Delivered,False,Central,Iowa
ORD-100954,CUST-4342,Jennifer Davis,Electronics,Smartphones,631.06,8,20.0,1009.7,4038.78,Gift Card,2022-12-23,2022,12,4,2022-12,Delivered,False,North,New York
ORD-109610,CUST-2374,Emily Allen,Food & Beverage,Supplements,1051.07,4,0.0,0.0,4204.28,Paypal,2022-11-04,2022,11,4,2022-11,Shipped,False,West,Arizona
ORD-109752,CUST-4610,John Wright,Clothing,Women'S Wear,740.33,1,0.0,0.0,740.33,Bank Transfer,2024-06-01,2024,6,2,2024-06,Delivered,False,Central,Iowa
ORD-112327,CUST-3499,Jessica Anderson,Toys,Board Games,173.35,2,0.0,0.0,346.7,Credit Card,2022-12-25,2022,12,4,2022-12,Returned,True,Central,Minnesota
ORD-113487,CUST-4141,William Thompson,Beauty,Fragrances,1025.76,7,25.0,1795.08,5385.24,Gift Card,2024-06-17,2024,6,2,2024-06,Shipped,False,East,Ohio
ORD-112457,CUST-4855,Michael Brown,Toys,Board Games,705.53,7,0.0,0.0,4938.71,Bank Transfer,2022-07-14,2022,7,3,2022-07,Processing,False,North,New Jersey
ORD-109547,CUST-4635,Joseph Lewis,Home & Garden,Kitchenware,54.99,4,0.0,0.0,219.96,Bank Transfer,2024-05-12,2024,5,2,2024-05,Returned,True,North,New Jersey
ORD-114112,CUST-1606,Robert Anderson,Clothing,Footwear,284.43,4,15.0,170.66,967.06,Paypal,2023-04-18,2023,4,2,2023-04,Delivered,False,West,California
ORD-105016,CUST-4961,Mary Brown,Food & Beverage,Beverages,67.04,7,15.0,70.39,398.89,Paypal,2023-09-05,2023,9,3,2023-09,Shipped,False,South,Texas
ORD-114740,CUST-3652,David Thomas,Toys,Puzzles,1337.12,9,0.0,0.0,12034.08,Credit Card,2024-06-23,2024,6,2,2024-06,Shipped,False,North,New Jersey
ORD-109179,CUST-1675,Mark Wright,Books,Non-Fiction,13.63,5,20.0,13.63,54.52,Bank Transfer,2022-06-27,2022,6,2,2022-06,Delivered,False,South,Texas
ORD-110874,CUST-4280,John Thompson,Beauty,Fragrances,1365.78,4,10.0,546.31,4916.81,Gift Card,2022-03-16,2022,3,1,2022-03,Processing,False,North,New Jersey
ORD-107490,CUST-1833,Karen Taylor,Clothing,Footwear,168.49,6,0.0,0.0,1010.94,Bank Transfer,2023-09-12,2023,9,3,2023-09,Shipped,False,Central,Minnesota
ORD-101640,CUST-5320,Karen Williams,Food & Beverage,Organic,812.24,9,0.0,0.0,7310.16,Debit Card,2023-04-04,2023,4,2,2023-04,Shipped,False,Central,Iowa
ORD-101290,CUST-5492,Nancy Martin,Toys,Stem Toys,598.4,9,5.0,269.28,5116.32,Bank Transfer,2023-06-12,2023,6,2,2023-06,Processing,False,Central,Iowa
ORD-111873,CUST-2502,William Williams,Toys,Board Games,938.52,4,0.0,0.0,3754.08,Bank Transfer,2022-06-25,2022,6,2,2022-06,Cancelled,False,North,Massachusetts
ORD-101380,CUST-2762,Emily Miller,Toys,Dolls,249.47,8,15.0,299.36,1696.4,Gift Card,2022-10-27,2022,10,4,2022-10,Returned,True,North,New Jersey
ORD-101933,CUST-2847,Lisa Taylor,Home & Garden,Furniture,907.21,4,0.0,0.0,3628.84,Credit Card,2024-04-10,2024,4,2,2024-04,Delivered,False,East,Wisconsin
ORD-104675,CUST-5154,James Thompson,Books,Comics,1330.14,8,0.0,0.0,10641.12,Credit Card,2022-10-18,2022,10,4,2022-10,Cancelled,False,East,Indiana
ORD-113852,CUST-1229,Nancy Davis,Sports,Team Sports,1477.59,1,0.0,0.0,1477.59,Bank Transfer,2023-10-14,2023,10,4,2023-10,Returned,True,East,Indiana
ORD-111352,CUST-1242,Charles Davis,Toys,Board Games,414.44,8,20.0,663.1,2652.42,Bank Transfer,2024-06-15,2024,6,2,2024-06,Returned,True,East,Illinois
ORD-110222,CUST-4595,Matthew Davis,Food & Beverage,Snacks,1447.72,6,0.0,0.0,8686.32,Unknown,2022-12-27,2022,12,4,2022-12,Delivered,False,Central,Missouri
ORD-100892,CUST-3207,Mark Johnson,Electronics,Headphones,1246.18,1,0.0,0.0,1246.18,Credit Card,2022-12-27,2022,12,4,2022-12,Processing,False,Central,Missouri
ORD-107287,CUST-4899,Richard Smith,Food & Beverage,Supplements,428.84,1,20.0,85.77,343.07,Debit Card,2024-04-28,2024,4,2,2024-04,Shipped,False,South,Texas
ORD-104876,CUST-4347,Susan Harris,Clothing,Footwear,903.41,5,15.0,677.56,3839.49,Debit Card,2022-02-01,2022,2,1,2022-02,Delivered,False,North,Massachusetts
ORD-112261,CUST-1625,Sandra Martin,Home & Garden,Garden Tools,619.51,8,0.0,0.0,4956.08,Paypal,2022-01-27,2022,1,1,2022-01,Delivered,False,South,North Carolina
ORD-107906,CUST-2222,Linda Wright,Toys,Puzzles,199.88,4,0.0,0.0,799.52,Bank Transfer,2023-04-25,2023,4,2,2023-04,Cancelled,False,North,Connecticut
ORD-112447,CUST-4493,Lisa White,Food & Beverage,Supplements,1497.47,6,0.0,0.0,8984.82,Gift Card,2022-05-04,2022,5,2,2022-05,Delivered,False,West,California
ORD-108194,CUST-5948,Barbara Johnson,Toys,Dolls,569.81,9,5.0,256.41,4871.88,Paypal,2022-06-02,2022,6,2,2022-06,Returned,True,Central,Minnesota
ORD-114222,CUST-5725,Jessica Taylor,Electronics,Smartphones,665.05,3,5.0,99.76,1895.39,Paypal,2023-12-29,2023,12,4,2023-12,Delivered,False,East,Michigan
ORD-110301,CUST-5223,Anthony Thomas,Sports,Cycling,1231.84,1,5.0,61.59,1170.25,Bank Transfer,2022-08-28,2022,8,3,2022-08,Processing,False,North,Massachusetts
ORD-109041,CUST-3931,Linda King,Home & Garden,Kitchenware,477.86,7,0.0,0.0,3345.02,Paypal,2023-11-12,2023,11,4,2023-11,Cancelled,False,Central,Colorado
ORD-110929,CUST-3313,Susan King,Clothing,Kids' Wear,1310.06,4,10.0,524.02,4716.22,Bank Transfer,2022-11-09,2022,11,4,2022-11,Processing,False,North,New Jersey
ORD-102466,CUST-5607,Linda Garcia,Food & Beverage,Organic,595.73,3,0.0,0.0,1787.19,Gift Card,2024-06-18,2024,6,2,2024-06,Delivered,False,South,Florida
ORD-107657,CUST-5389,Betty King,Beauty,Skincare,1005.73,1,25.0,251.43,754.3,Paypal,2023-01-31,2023,1,1,2023-01,Shipped,False,South,North Carolina
ORD-110106,CUST-5409,James Harris,Clothing,Women'S Wear,395.49,3,0.0,0.0,1186.47,Credit Card,2022-01-12,2022,1,1,2022-01,Processing,False,West,California
ORD-109788,CUST-3757,Patricia Williams,Home & Garden,Lighting,755.69,6,0.0,0.0,4534.14,Paypal,2022-01-06,2022,1,1,2022-01,Delivered,False,East,Illinois
ORD-101913,CUST-1607,Charles Garcia,Toys,Dolls,555.62,5,0.0,0.0,2778.1,Unknown,2023-04-26,2023,4,2,2023-04,Returned,True,West,Arizona
ORD-111362,CUST-1241,Barbara Wilson,Clothing,Kids' Wear,1138.89,5,0.0,0.0,5694.45,Bank Transfer,2022-05-06,2022,5,2,2022-05,Processing,False,South,North Carolina
ORD-102736,CUST-4118,Barbara White,Clothing,Kids' Wear,1487.04,7,0.0,0.0,10409.28,Bank Transfer,2023-10-24,2023,10,4,2023-10,Processing,False,South,Virginia
ORD-100726,CUST-4329,Thomas Lewis,Sports,Fitness Equipment,213.96,5,5.0,53.49,1016.31,Gift Card,2022-09-10,2022,9,3,2022-09,Cancelled,False,East,Michigan
ORD-107214,CUST-3523,Lisa Thomas,Clothing,Kids' Wear,225.44,2,0.0,0.0,450.88,Paypal,2023-07-24,2023,7,3,2023-07,Shipped,False,East,Wisconsin
ORD-108245,CUST-5794,Lisa Miller,Beauty,Skincare,1005.77,5,0.0,0.0,5028.85,Credit Card,2024-04-17,2024,4,2,2024-04,Returned,True,South,Texas
ORD-101796,CUST-4477,Ashley Johnson,Clothing,Kids' Wear,1075.9,6,15.0,968.31,5487.09,Gift Card,2023-10-03,2023,10,4,2023-10,Cancelled,False,West,California
ORD-103845,CUST-5955,Jennifer Williams,Books,Fiction,986.33,4,0.0,0.0,3945.32,Debit Card,2024-04-09,2024,4,2,2024-04,Cancelled,False,North,Connecticut
ORD-106402,CUST-5834,Barbara Lewis,Sports,Fitness Equipment,309.25,1,0.0,0.0,309.25,Credit Card,2024-06-04,2024,6,2,2024-06,Cancelled,False,West,Arizona
ORD-110745,CUST-3623,Ashley Taylor,Toys,Stem Toys,871.52,8,0.0,0.0,6972.16,Paypal,2024-04-17,2024,4,2,2024-04,Cancelled,False,North,Connecticut
ORD-110992,CUST-2322,Robert Johnson,Electronics,Smartphones,1274.58,8,10.0,1019.66,9176.98,Debit Card,2022-08-07,2022,8,3,2022-08,Returned,True,East,Michigan
ORD-100936,CUST-4621,Nancy Walker,Food & Beverage,Beverages,32.49,6,25.0,48.74,146.2,Credit Card,2024-01-03,2024,1,1,2024-01,Returned,True,North,Massachusetts
ORD-102265,CUST-1710,Mary Williams,Electronics,Headphones,948.8,7,10.0,664.16,5977.44,Credit Card,2023-05-03,2023,5,2,2023-05,Processing,False,West,Oregon
ORD-100824,CUST-3501,Jennifer Lewis,Electronics,Smartphones,808.41,8,0.0,0.0,6467.28,Bank Transfer,2023-03-08,2023,3,1,2023-03,Cancelled,False,South,North Carolina
ORD-112513,CUST-4358,John Walker,Toys,Dolls,776.93,4,15.0,466.16,2641.56,Debit Card,2022-03-16,2022,3,1,2022-03,Delivered,False,East,Ohio
ORD-107274,CUST-3004,David Martin,Toys,Puzzles,648.11,4,5.0,129.62,2462.82,Unknown,2024-03-11,2024,3,1,2024-03,Processing,False,West,Oregon
ORD-111593,CUST-2261,Richard Jackson,Sports,Water Sports,445.01,3,0.0,0.0,1335.03,Paypal,2024-06-07,2024,6,2,2024-06,Shipped,False,East,Indiana
ORD-101389,CUST-5649,Karen Anderson,Beauty,Skincare,683.42,9,0.0,0.0,6150.78,Debit Card,2023-01-02,2023,1,1,2023-01,Returned,True,West,Arizona
ORD-103564,CUST-2792,Betty Young,Books,Comics,741.74,1,0.0,0.0,741.74,Bank Transfer,2024-01-21,2024,1,1,2024-01,Cancelled,False,East,Michigan
ORD-109076,CUST-4737,Christopher King,Clothing,Men'S Wear,1177.36,3,0.0,0.0,3532.08,Paypal,2022-07-10,2022,7,3,2022-07,Delivered,False,West,California
